"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"348",348,8,337189.191138533,6308379.78059977,261.818181818182,337086.084738337,6308364.95613745,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9499707409006","-33 21.0959243142897","115.14.570E","33.21.58S"
"349",349,8,337189.191138533,6308379.78059977,261.818181818182,337075.774098317,6308363.47369122,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9433088849192","-33 21.0966324938823","115.14.566E","33.21.58S"
"350",350,8,337189.191138533,6308379.78059977,261.818181818182,337065.463458298,6308361.99124499,0.00011067059867036,0.00011067059867036,"HPZ14","115 14.9366470273798","-33 21.0973406674503","115.14.562E","33.21.58S"
"351",351,9,334405.191138533,6297022.78059977,32.7272727272727,334337.611036351,6296917.62390817,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0520336751001","-33 27.2628791438161","115.13.31E","33.27.158S"
"352",352,9,334405.191138533,6297022.78059977,32.7272727272727,334343.242711533,6296926.3869658,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0557648357004","-33 27.2581912871821","115.13.33E","33.27.155S"
"353",353,9,334405.191138533,6297022.78059977,32.7272727272727,334348.874386715,6296935.15002344,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0594959895194","-33 27.2535034284061","115.13.36E","33.27.152S"
"354",354,9,334405.191138533,6297022.78059977,32.7272727272727,334354.506061897,6296943.91308107,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0632271365001","-33 27.2488155674759","115.13.38E","33.27.149S"
"355",355,9,334405.191138533,6297022.78059977,32.7272727272727,334360.137737078,6296952.6761387,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0669582767005","-33 27.2441277043979","115.13.40E","33.27.146S"
"356",356,9,334405.191138533,6297022.78059977,32.7272727272727,334365.76941226,6296961.43919634,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0706894101206","-33 27.2394398391659","115.13.42E","33.27.144S"
"357",357,9,334405.191138533,6297022.78059977,32.7272727272727,334371.401087442,6296970.20225397,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0744205367004","-33 27.2347519717861","115.13.45E","33.27.141S"
"358",358,9,334405.191138533,6297022.78059977,32.7272727272727,334377.032762624,6296978.9653116,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0781516565","-33 27.2300641022579","115.13.47E","33.27.138S"
"359",359,9,334405.191138533,6297022.78059977,32.7272727272727,334382.664437806,6296987.72836924,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0818827694592","-33 27.225376230576","115.13.49E","33.27.135S"
"360",360,9,334405.191138533,6297022.78059977,32.7272727272727,334388.296112988,6296996.49142687,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0856138756402","-33 27.2206883567458","115.13.51E","33.27.132S"
"361",361,9,334405.191138533,6297022.78059977,32.7272727272727,334393.927788169,6297005.2544845,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0893449749807","-33 27.2160004807619","115.13.54E","33.27.130S"
"362",362,9,334405.191138533,6297022.78059977,32.7272727272727,334399.559463351,6297014.01754214,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0930760675401","-33 27.2113126026297","115.13.56E","33.27.127S"
"363",363,9,334405.191138533,6297022.78059977,32.7272727272727,334405.191138533,6297022.78059977,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.0968071532601","-33 27.2066247223503","115.13.58E","33.27.124S"
"364",364,9,334405.191138533,6297022.78059977,32.7272727272727,334410.822813715,6297031.54365741,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1005382321998","-33 27.2019368399218","115.13.60E","33.27.121S"
"365",365,9,334405.191138533,6297022.78059977,32.7272727272727,334416.454488897,6297040.30671504,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1042693043593","-33 27.1972489553399","115.13.63E","33.27.118S"
"366",366,9,334405.191138533,6297022.78059977,32.7272727272727,334422.086164079,6297049.06977267,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1080003696804","-33 27.1925610686099","115.13.65E","33.27.116S"
"367",367,9,334405.191138533,6297022.78059977,32.7272727272727,334427.71783926,6297057.83283031,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1117314282203","-33 27.1878731797258","115.13.67E","33.27.113S"
"368",368,9,334405.191138533,6297022.78059977,32.7272727272727,334433.349514442,6297066.59588794,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1154624799199","-33 27.183185288694","115.13.69E","33.27.110S"
"369",369,9,334405.191138533,6297022.78059977,32.7272727272727,334438.981189624,6297075.35894557,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1191935248401","-33 27.1784973955141","115.13.72E","33.27.107S"
"370",370,9,334405.191138533,6297022.78059977,32.7272727272727,334444.612864806,6297084.12200321,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.12292456292","-33 27.17380950018","115.13.74E","33.27.104S"
"371",371,9,334405.191138533,6297022.78059977,32.7272727272727,334450.244539988,6297092.88506084,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1266555942197","-33 27.1691216026978","115.13.76E","33.27.101S"
"372",372,9,334405.191138533,6297022.78059977,32.7272727272727,334455.876215169,6297101.64811847,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1303866187402","-33 27.1644337030683","115.13.78E","33.27.99S"
"373",373,9,334405.191138533,6297022.78059977,32.7272727272727,334461.507890351,6297110.41117611,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1341176364202","-33 27.1597458012899","115.13.80E","33.27.96S"
"374",374,9,334405.191138533,6297022.78059977,32.7272727272727,334467.139565533,6297119.17423374,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1378486472599","-33 27.1550578973581","115.13.83E","33.27.93S"
"375",375,9,334405.191138533,6297022.78059977,32.7272727272727,334472.771240715,6297127.93729138,0.00011067059867036,0.00011067059867036,"HPZ15","115 13.1415796513795","-33 27.1503699912719","115.13.85E","33.27.90S"
"376",376,10,328373.191138533,6307271.78059977,98.1818181818182,328249.463458298,6307289.56995456,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.24217221840033","-33 21.5951059451521","115.9.145E","33.21.357S"
"377",377,10,328373.191138533,6307271.78059977,98.1818181818182,328259.774098317,6307288.08750832,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.24880136657933","-33 21.5960066540999","115.9.149E","33.21.358S"
"378",378,10,328373.191138533,6307271.78059977,98.1818181818182,328270.084738337,6307286.60506209,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.25543051733985","-33 21.596907357222","115.9.153E","33.21.358S"
"379",379,10,328373.191138533,6307271.78059977,98.1818181818182,328280.395378357,6307285.12261586,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.26205967067993","-33 21.5978080545179","115.9.157E","33.21.359S"
"380",380,10,328373.191138533,6307271.78059977,98.1818181818182,328290.706018376,6307283.64016963,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.26868882654041","-33 21.5987087459881","115.9.161E","33.21.359S"
"381",381,10,328373.191138533,6307271.78059977,98.1818181818182,328301.016658396,6307282.1577234,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.2753179849203","-33 21.5996094316261","115.9.165E","33.21.360S"
"382",382,10,328373.191138533,6307271.78059977,98.1818181818182,328311.327298415,6307280.67527716,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.28194714594089","-33 21.6005101114381","115.9.169E","33.21.360S"
"383",383,10,328373.191138533,6307271.78059977,98.1818181818182,328321.637938435,6307279.19283093,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.28857630947993","-33 21.6014107854239","115.9.173E","33.21.361S"
"384",384,10,328373.191138533,6307271.78059977,98.1818181818182,328331.948578455,6307277.7103847,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.29520547554033","-33 21.6023114535839","115.9.177E","33.21.361S"
"385",385,10,328373.191138533,6307271.78059977,98.1818181818182,328342.259218474,6307276.22793847,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.30183464417933","-33 21.6032121159241","115.9.181E","33.21.362S"
"386",386,10,328373.191138533,6307271.78059977,98.1818181818182,328352.569858494,6307274.74549224,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.30846381539983","-33 21.6041127724263","115.9.185E","33.21.362S"
"387",387,10,328373.191138533,6307271.78059977,98.1818181818182,328362.880498513,6307273.263046,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.31509298919991","-33 21.6050134231082","115.9.189E","33.21.363S"
"388",388,10,328373.191138533,6307271.78059977,98.1818181818182,328373.191138533,6307271.78059977,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.32172216552038","-33 21.6059140679579","115.9.193E","33.21.364S"
"389",389,10,328373.191138533,6307271.78059977,98.1818181818182,328383.501778553,6307270.29815354,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.32835134441945","-33 21.6068147069879","115.9.197E","33.21.364S"
"390",390,10,328373.191138533,6307271.78059977,98.1818181818182,328393.812418572,6307268.81570731,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.33498052583988","-33 21.6077153401857","115.9.201E","33.21.365S"
"391",391,10,328373.191138533,6307271.78059977,98.1818181818182,328404.123058592,6307267.33326108,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.34160970990003","-33 21.6086159675579","115.9.205E","33.21.365S"
"392",392,10,328373.191138533,6307271.78059977,98.1818181818182,328414.433698611,6307265.85081484,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.34823889641945","-33 21.6095165891039","115.9.209E","33.21.366S"
"393",393,10,328373.191138533,6307271.78059977,98.1818181818182,328424.744338631,6307264.36836861,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.35486808558053","-33 21.6104172048181","115.9.213E","33.21.366S"
"394",394,10,328373.191138533,6307271.78059977,98.1818181818182,328435.054978651,6307262.88592238,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.36149727726006","-33 21.6113178147119","115.9.217E","33.21.367S"
"395",395,10,328373.191138533,6307271.78059977,98.1818181818182,328445.36561867,6307261.40347615,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.36812647152013","-33 21.6122184187741","115.9.221E","33.21.367S"
"396",396,10,328373.191138533,6307271.78059977,98.1818181818182,328455.67625869,6307259.92102992,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.37475566830059","-33 21.61311901701","115.9.225E","33.21.368S"
"397",397,10,328373.191138533,6307271.78059977,98.1818181818182,328465.986898709,6307258.43858368,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.38138486765965","-33 21.61401960942","115.9.229E","33.21.368S"
"398",398,10,328373.191138533,6307271.78059977,98.1818181818182,328476.297538729,6307256.95613745,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.38801406960022","-33 21.6149201960039","115.9.233E","33.21.369S"
"399",399,10,328373.191138533,6307271.78059977,98.1818181818182,328486.608178749,6307255.47369122,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.39464327405925","-33 21.6158207767621","115.9.237E","33.21.369S"
"400",400,10,328373.191138533,6307271.78059977,98.1818181818182,328496.918818768,6307253.99124499,0.00010521951068494,0.00010521951068494,"HPZ16","115 9.40127248110075","-33 21.616721351688","115.9.241E","33.21.370S"
"401",401,11,352037.191138533,6298684.78059977,65.4545454545455,351923.487139114,6298632.85372315,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4180022661603","-33 26.4895280131381","115.24.251E","33.26.294S"
"402",402,11,352037.191138533,6298684.78059977,65.4545454545455,351932.962472399,6298637.18096287,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4241592368994","-33 26.4872656453202","115.24.254E","33.26.292S"
"403",403,11,352037.191138533,6298684.78059977,65.4545454545455,351942.437805684,6298641.50820258,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4303162024803","-33 26.4850032722282","115.24.258E","33.26.291S"
"404",404,11,352037.191138533,6298684.78059977,65.4545454545455,351951.913138969,6298645.8354423,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4364731629001","-33 26.4827408938739","115.24.262E","33.26.290S"
"405",405,11,352037.191138533,6298684.78059977,65.4545454545455,351961.388472253,6298650.16268202,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4426301182199","-33 26.4804785102518","115.24.266E","33.26.288S"
"406",406,11,352037.191138533,6298684.78059977,65.4545454545455,351970.863805538,6298654.48992174,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4487870683205","-33 26.478216121362","115.24.269E","33.26.287S"
"407",407,11,352037.191138533,6298684.78059977,65.4545454545455,351980.339138823,6298658.81716146,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4549440133201","-33 26.4759537271978","115.24.273E","33.26.286S"
"408",408,11,352037.191138533,6298684.78059977,65.4545454545455,351989.814472108,6298663.14440118,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4611009530995","-33 26.4736913277722","115.24.277E","33.26.284S"
"409",409,11,352037.191138533,6298684.78059977,65.4545454545455,351999.289805393,6298667.4716409,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4672578877799","-33 26.4714289230719","115.24.280E","33.26.283S"
"410",410,11,352037.191138533,6298684.78059977,65.4545454545455,352008.765138678,6298671.79888062,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4734148173001","-33 26.4691665131099","115.24.284E","33.26.281S"
"411",411,11,352037.191138533,6298684.78059977,65.4545454545455,352018.240471963,6298676.12612033,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4795717416001","-33 26.4669040978738","115.24.288E","33.26.280S"
"412",412,11,352037.191138533,6298684.78059977,65.4545454545455,352027.715805248,6298680.45336005,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4857286608002","-33 26.464641677376","115.24.291E","33.26.279S"
"413",413,11,352037.191138533,6298684.78059977,65.4545454545455,352037.191138533,6298684.78059977,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.4918855748401","-33 26.4623792516041","115.24.295E","33.26.277S"
"414",414,11,352037.191138533,6298684.78059977,65.4545454545455,352046.666471818,6298689.10783949,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.49804248372","-33 26.4601168205697","115.24.299E","33.26.276S"
"415",415,11,352037.191138533,6298684.78059977,65.4545454545455,352056.141805103,6298693.43507921,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5041993874407","-33 26.4578543842622","115.24.303E","33.26.275S"
"416",416,11,352037.191138533,6298684.78059977,65.4545454545455,352065.617138388,6298697.76231893,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5103562860003","-33 26.455591942692","115.24.306E","33.26.273S"
"417",417,11,352037.191138533,6298684.78059977,65.4545454545455,352075.092471673,6298702.08955865,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5165131793998","-33 26.453329495854","115.24.310E","33.26.272S"
"418",418,11,352037.191138533,6298684.78059977,65.4545454545455,352084.567804958,6298706.41679837,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5226700676401","-33 26.4510670437422","115.24.314E","33.26.271S"
"419",419,11,352037.191138533,6298684.78059977,65.4545454545455,352094.043138243,6298710.74403808,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5288269507204","-33 26.4488045863681","115.24.317E","33.26.269S"
"420",420,11,352037.191138533,6298684.78059977,65.4545454545455,352103.518471528,6298715.0712778,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5349838286396","-33 26.4465421237199","115.24.321E","33.26.268S"
"421",421,11,352037.191138533,6298684.78059977,65.4545454545455,352112.993804813,6298719.39851752,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5411407014598","-33 26.44427965581","115.24.325E","33.26.267S"
"422",422,11,352037.191138533,6298684.78059977,65.4545454545455,352122.469138097,6298723.72575724,0.000167370978212454,0.000167370978212454,"SPZ1","115 24.5472975690607","-33 26.4420171826261","115.24.328E","33.26.265S"
